date,sales,demand,spend_sms,spend_newspaper,spend_radio,spend_tv,spend_internet,grp_sms,grp_newspaper,grp_radio,grp_internet,grp_tv,cpi,cci,ppi,unit_price,pos_supply
2012-06-18,16189916.8,43018,522.1962,93.415776,702.6007999999999,9843.0193,26139.095,24.533528571428572,139.56085714285715,119.74672857142856,284.42855714285713,978.4935142857141,101.3,105.3,99.5,361.6,44773
2012-06-25,14056115.200000001,51544,535.6025999999999,95.663517,743.2881,10151.6271,19740.335,48.834471428571426,140.09185714285715,92.37012857142858,232.73375714285717,872.7922,101.3,104.2,99.5,361.6,38872
2012-07-02,14631782.4,49248,492.84749999999997,93.307314,680.2324,9805.276600000001,20343.669,14.719785714285715,144.82142857142858,86.20129999999999,239.7078,799.3766428571428,101.3,104.2,99.5,361.6,40464
2012-07-09,16587676.8,51546,471.6371,94.80097599999999,655.5328,10021.6977,23377.048,30.17674285714285,315.458,112.70781428571429,264.75325714285714,1005.4870142857143,101.3,104.2,99.5,361.6,45873
2012-07-16,14326953.600000001,51285,406.5827,92.182398,563.1299,9614.9264,15980.095,42.47531428571428,248.94085714285714,132.14934285714284,244.4090857142857,1848.8765999999998,101.3,104.2,99.5,361.6,39621
2012-07-23,13234560.000000002,37545,435.0659,92.661127,573.6852,9704.9755,29554.096,25.952057142857143,650.8472857142857,113.03895714285714,255.06492857142857,1009.487,101.3,104.2,99.5,361.6,36600
2012-07-30,12960828.8,38598,430.5247,93.332251,551.1036,9702.6677,30472.81,24.60925714285714,869.0598571428571,98.94805714285714,223.6623285714286,836.5324428571429,101.3,104.2,99.5,361.6,35843
2012-08-06,12173987.200000001,37762,407.9517,90.700272,547.9607,9424.1657,29701.904,4.8040142857142865,1295.5547142857142,105.35064285714286,257.18181428571427,1035.7207714285714,101.3,104.2,99.5,361.6,33667
2012-08-13,10949248.0,32973,375.4389,88.373952,535.4954,9224.2412,24669.763000000003,55.69597142857143,1110.4778571428571,257.4350857142857,251.40259999999998,1849.4934857142857,101.3,104.2,99.5,361.6,30280
2012-08-20,11289513.600000001,29996,293.0578,74.133184,555.9147,7786.5719,29005.429,49.96675714285714,1224.1098571428572,249.8181857142857,262.4870142857143,1153.9220857142857,101.3,104.2,99.5,361.6,31221
2012-08-27,10697574.4,28701,309.2639,75.829696,564.7023,7904.7563,27517.7,46.45975714285714,945.8368428571429,234.65987142857145,444.9552714285714,1892.0779285714286,101.3,104.2,99.5,361.6,29584
2012-09-03,9033129.600000001,27032,298.8041,77.05031199999999,555.4565,7968.8598999999995,17826.111,31.134457142857144,534.6062,134.10727142857144,385.5728571428572,1099.149357142857,101.3,104.2,99.5,361.6,24981
2012-09-10,8957916.8,22362,280.6945,78.83826499999999,518.8251,8115.5549,21659.584000000003,22.857685714285715,85.50201428571428,154.5202,348.76984285714286,1266.454542857143,101.3,104.2,99.5,361.6,24773
2012-09-17,8373932.800000001,30468,529.0709,93.928713,746.9475,9864.1794,4809.617,11.326771428571428,102.74314285714286,99.0974142857143,286.73377142857146,783.8311571428573,101.3,104.2,99.5,361.6,23158
2012-09-24,9881081.600000001,29716,535.1610000000001,92.162628,712.3102,9668.7861,4402.952,24.706942857142856,99.93285714285715,119.32467142857142,300.7986857142857,817.9025857142858,101.3,102.9,99.5,361.6,27326
2012-10-01,10038016.0,29660,485.0067,92.759851,694.6049,9789.7955,18187.048,30.138585714285714,134.76642857142858,111.64934285714286,277.7857,933.0454714285714,101.3,102.9,99.5,361.6,27760
2012-10-08,8540992.0,25789,522.6467,93.544944,707.6743,9890.277900000001,24288.142,27.44807142857143,114.39685714285714,121.5973857142857,281.24674285714286,990.7142857142857,101.3,102.9,99.5,361.6,23620
2012-10-15,8895360.0,26330,532.7654,95.481191,739.3536,10101.0276,19684.764,46.65114285714286,155.47314285714288,85.22077142857142,223.75972857142855,852.4090857142857,101.3,102.9,99.5,361.6,24600
2012-10-22,8260028.800000001,23604,494.3773,93.482411,683.9684,9859.8016,20136.955,9.641571428571428,147.71142857142857,95.94157142857144,248.01299999999998,810.1753428571428,101.3,102.9,99.5,361.6,22843
2012-10-29,8811107.200000001,25096,459.7566,95.056797,643.4807000000001,9991.506,22926.857,45.19992857142857,354.74742857142854,110.35715714285713,266.4870142857143,1012.2272714285715,101.3,102.9,99.5,361.6,24367
2012-11-05,8490368.0,24283,416.5671,91.969872,557.5452,9606.025,17706.523999999998,36.40062857142857,190.86942857142859,130.66882857142858,242.6039,1880.474,101.3,102.9,99.5,361.6,23480
2012-11-12,11464528.0,31471,423.22860000000003,93.10983,564.4694999999999,9739.6829,29406.667,17.003557142857144,763.6372857142858,112.487,252.90258571428572,965.5194714285715,101.3,102.9,99.5,361.6,31705
2012-11-19,13339062.400000002,35071,435.6344,92.7935,559.3989,9647.5756,30591.286,24.60925714285714,1003.3492857142857,103.1104,225.26622857142857,921.0389428571428,101.3,102.9,99.5,361.6,36889
2012-11-26,8772054.4,26797,395.8172,90.104363,535.263,9343.8263,29227.333,14.239985714285714,1229.5752857142857,98.28571428571429,255.04544285714286,989.9090714285713,101.3,102.9,99.5,361.6,24259
2012-12-03,7873116.800000001,24145,364.91909999999996,86.600724,541.6514999999999,9074.0203,25632.239,47.0992,1112.354142857143,412.4870285714286,257.51300000000003,1989.1103714285714,101.3,102.9,99.5,361.6,21773
2012-12-10,7655795.2,23049,292.0773,73.914951,560.373,7750.5024,28036.286,49.12755714285714,1189.3727142857144,101.57142857142857,253.57142857142858,981.6753428571428,101.3,102.9,99.5,361.6,21172
2012-12-17,7216451.2,21255,314.8707,76.472718,567.5065,7951.577,26379.237,50.353185714285715,890.1191857142858,239.49912857142857,485.3964714285715,1964.558442857143,103.4,102.9,99.5,361.6,19957
2012-12-24,8833526.4,23059,295.3746,77.119387,548.8267,7968.0611,17757.087,29.406557142857142,456.83872857142853,134.47647142857141,358.5407,1102.1753285714287,103.4,102.9,99.5,361.6,24429
2012-12-31,10978899.200000001,26943,307.53110000000004,80.478977,543.2256,8347.4721,19594.262000000002,25.583085714285716,78.94571428571429,147.31174285714286,345.43222857142854,1189.6039,103.4,102.9,99.5,361.6,30362
2013-01-07,12803200.0,29250,484.62649999999996,93.097681,684.7018,9835.1812,21488.238,29.063714285714287,145.71742857142857,111.5974,281.5194571428571,960.2143,103.4,102.9,99.5,400.1,32000
2013-01-14,9668416.5,24849,536.7159,94.415522,728.2976,9960.5454,23148.047,51.16837142857143,105.35728571428571,112.72725714285714,264.2142714285714,955.6753142857142,103.4,102.9,99.5,400.1,24165
2013-01-21,9599599.3,24783,520.5925,94.716731,726.6723,10054.6865,24591.764,16.800985714285712,159.00085714285714,85.01947142857144,221.55844285714286,848.6103999999999,103.4,102.9,99.5,400.1,23993
2013-01-28,9674418.0,24330,496.989,94.146609,677.9123,9933.4778,17241.097999999998,10.886314285714286,170.71871428571427,99.41560000000001,251.66884285714286,819.1233714285715,103.4,102.9,99.5,400.1,24180
2013-02-04,12056613.4,26036,435.432,93.59352799999999,607.7284,9763.8488,22852.047,54.28821428571428,423.28342857142854,132.37014285714287,272.7402714285714,1627.6623428571427,103.4,102.9,99.5,400.1,30134
2013-02-11,13358938.9,34331,425.3775,92.494041,565.7112,9714.1278,21691.857,31.8063,301.11571428571426,114.20778571428572,247.69480000000001,1305.1493285714284,103.4,102.9,99.5,400.1,33389
2013-02-18,15867565.9,38008,421.7513,93.423806,550.1155,9725.4001,27849.905000000002,13.422285714285712,722.3242857142857,108.96102857142857,238.09738571428574,926.4025857142857,103.4,107.9,99.5,400.1,39659
2013-02-25,13712627.3,35052,438.0373,92.344835,571.2723,9629.569599999999,30765.809999999998,22.730128571428573,1156.9832857142858,103.73377142857143,241.64934285714284,943.4285571428572,103.4,107.9,99.5,400.1,34273
2013-03-04,9665615.8,24817,367.6716,88.676757,511.5996,9177.2038,25665.095,18.40327142857143,1213.9744285714285,107.013,238.66882857142858,1027.0584285714285,103.4,107.9,99.5,400.1,24158
2013-03-11,9612802.600000001,24732,350.3765,82.424645,555.5928,8666.7544,29365.954,59.787142857142854,1103.2882857142856,403.8636428571429,260.04547142857143,1980.623357142857,103.4,107.9,99.5,400.1,24026
2013-03-18,9666416.0,24160,296.3669,74.709043,560.8379,7797.0221,28003.190000000002,52.02735714285715,1189.038142857143,107.13637142857144,249.75324285714285,945.9285857142858,103.4,107.9,99.5,400.1,24160
2013-03-25,9675218.200000001,24889,306.3017,76.690733,562.0805,7954.1792000000005,25822.183,42.2695,756.9264714285715,240.9014,540.1407571428571,2008.441557142857,103.4,107.9,99.5,400.1,24182
2013-04-01,9607601.3,24821,290.9996,77.919833,539.1328,8071.5948,17202.212,21.12537142857143,283.519,142.09338571428572,349.5320857142857,1164.6038999999998,103.4,107.9,99.5,400.1,24013
2013-04-08,9648811.600000001,24604,392.5854,85.428194,625.4173000000001,8888.838,14103.809000000001,18.16537142857143,94.55715714285714,128.61074285714284,318.15110000000004,1044.0974,103.4,107.9,99.5,400.1,24116
2013-04-15,9689221.700000001,24379,521.9711,92.420447,722.6765,9647.4735,4573.903,5.663385714285714,84.87828571428572,101.1104,296.4935,771.2142714285714,103.4,107.9,99.5,400.1,24217
2013-04-22,9638409.0,24821,515.4188,92.80537100000001,709.9899,9809.144400000001,4413.953,45.104057142857144,115.43585714285715,121.92855714285714,289.7597285714286,849.9155857142857,103.4,107.9,99.5,400.1,24090
2013-04-29,9611202.200000001,24664,493.0872,92.657897,688.2157,9765.169100000001,27220.714,26.565371428571428,132.92171428571427,112.46102857142857,281.7727142857143,974.4870285714286,103.4,107.9,99.5,400.1,24022
2013-05-06,9277918.9,24101,533.0035,95.110495,729.1392,10048.5614,19774.524,46.68695714285714,131.58314285714286,110.74674285714286,257.5584285714286,953.5649285714286,103.4,107.9,99.5,400.1,23189
2013-05-13,7677518.9,24175,520.5133,94.250187,725.8307,10008.0705,23495.907,15.114071428571426,148.68542857142856,85.42207142857144,223.54545714285715,843.1363714285715,103.4,107.9,99.5,400.1,19189
2013-05-20,7970392.100000001,24005,485.5282,94.167975,663.5818,9925.4094,18277.239999999998,15.2257,198.51299999999998,100.88312857142857,251.79221428571427,862.1428571428571,103.4,107.9,99.5,400.1,19921
2013-05-27,5190497.300000001,24172,434.5454,93.370571,603.6528,9759.1507,19930.714,49.94882857142857,409.86942857142856,130.77274285714287,267.2857285714286,1602.6103857142857,103.4,107.9,99.5,400.1,12973
2013-06-03,5102075.2,24201,427.63009999999997,92.60019199999999,563.511,9695.5549,26112.667,31.8063,392.0608571428571,113.47401428571428,249.0714142857143,1294.8311428571428,103.4,107.9,99.5,400.1,12752
2013-06-10,4889622.100000001,24029,420.207,93.52991,550.3651,9725.9136,27413.524,17.906842857142856,717.0772857142857,107.82467142857142,237.92855714285716,914.8766142857143,103.4,107.9,99.5,400.1,12221
2013-06-17,4747186.5,24062,432.7074,92.099411,567.5642,9605.175,30391.286,18.245571428571427,1142.373857142857,105.48052857142856,243.14934285714284,938.4545285714286,103.4,107.9,99.5,400.1,11865
2013-06-24,4629957.2,22424,380.00059999999996,88.97724099999999,527.2819,9221.6561,26245.809,32.526314285714285,1191.6915714285715,107.44157142857144,238.03247142857143,1048.4869999999999,103.4,107.9,99.5,400.1,11572
2013-07-01,4626756.4,17178,332.6998,80.262671,557.7597,8432.5726,30167.859000000004,54.906957142857145,1212.2201428571427,400.8441571428571,255.5065,1979.0844,103.4,107.9,99.5,400.1,11564
2013-07-08,4617954.2,16762,290.4728,74.121382,545.9878,7726.162200000001,28008.047,57.354699999999994,1204.6085714285714,111.46754285714285,261.5454571428571,943.1169,103.4,104.8,99.5,400.1,11542
2013-07-15,4615553.600000001,15927,308.1359,77.041795,563.5343,7999.0998,22452.974000000002,27.6993,639.2271285714286,249.02414285714283,582.7646,2070.785714285714,103.4,104.8,99.5,400.1,11536
2013-07-22,4623555.600000001,16833,288.2043,77.867592,538.1507,8049.6056,17934.552,23.271657142857144,208.02907142857143,136.47061428571428,311.1808571428572,1118.5194857142858,103.4,104.8,99.5,400.1,11556
2013-07-29,4630757.4,15907,416.9475,87.338784,640.3553,9090.8963,12365.392,16.019085714285715,93.688,125.00687142857143,317.3525142857143,1006.1883,103.4,104.8,99.5,400.1,11574
2013-08-05,4628756.9,15914,536.1826,93.118373,731.0635,9728.7639,4579.046,6.662599999999999,87.74171428571428,103.16234285714286,296.28569999999996,788.0324571428572,103.4,104.8,99.5,400.1,11569
2013-08-12,4630357.300000001,15726,509.4602,92.731707,711.3603,9818.472,4388.715,46.78348571428571,124.84957142857142,121.83115714285714,286.44804285714287,856.7337714285715,103.4,104.8,99.5,400.1,11573
2013-08-19,4570342.300000001,16257,501.2573,92.800052,694.0511,9806.763500000001,29891.666,25.55975714285714,135.04542857142857,116.18181428571428,286.93505714285715,1022.9091,103.4,104.8,99.5,400.1,11423
2013-08-26,4334683.4,16704,527.6318,95.193279,723.8677,10069.2847,20208.239,45.567714285714295,136.38185714285714,104.98049999999999,247.0649142857143,913.2857142857143,103.4,104.8,99.5,400.1,10834
2013-09-02,4350687.4,16616,519.2482,94.320666,720.7401,9947.083200000001,21743.05,19.676142857142857,136.44057142857145,84.15584285714286,223.7078,813.9091,103.4,104.8,99.5,400.1,10874
2013-09-09,4562340.300000001,16698,474.5133,93.738021,657.6473,9921.3665,19148.524999999998,16.81852857142857,246.27057142857143,106.16235714285713,255.19481428571427,911.8506428571428,103.4,104.8,99.5,400.1,11403
2013-09-16,4617154.0,16088,417.3963,92.881448,584.1751,9695.2346,19535.333,46.938357142857136,352.3604285714286,128.63637142857144,262.37662857142857,1705.454542857143,103.4,104.8,99.5,400.1,11540
2013-09-23,4609152.0,13606,438.1904,92.94859,570.431,9733.8844,28207.334000000003,28.108085714285714,468.3887142857143,111.74674285714286,247.03245714285714,1185.8116714285713,103.4,103.6,99.5,400.1,11520
2013-09-30,4641160.0,13556,423.2277,93.234615,546.6073,9695.9696,26832.667,22.361371428571427,817.3178571428572,107.77921428571427,238.4805142857143,883.9934857142858,102.5,103.6,99.5,400.1,11600
2013-10-07,4699974.7,13276,424.39369999999997,92.686601,562.4902,9615.0139,30569.095,13.791042857142857,1089.3048571428571,106.68832857142857,251.25322857142856,955.7597285714286,102.5,103.6,99.5,400.1,11747
2013-10-14,4889622.100000001,12857,387.1534,89.052398,539.6222,9273.5153,26710.286,44.1098,1145.4995714285715,124.62338571428572,247.59091428571426,1670.428557142857,102.5,103.6,99.5,400.1,12221
2013-10-21,4907226.5,12805,313.9693,77.606045,548.4448,8143.7895,29690.906000000003,55.50152857142857,1277.5042857142857,380.80519999999996,263.4480571428571,1373.545442857143,102.5,103.6,99.5,400.1,12265
2013-10-28,4912427.800000001,13004,293.66790000000003,74.155067,553.2065,7752.2063,28313.476,49.992757142857144,1196.8667142857144,112.16884285714286,239.1233857142857,924.6883285714285,102.5,103.6,99.5,400.1,12278
2013-11-04,4908426.800000001,12845,302.3994,77.12131099999999,561.3423,8009.8614,21602.68,31.506571428571426,599.0814,252.34851428571432,583.0783,2068.259742857143,102.5,103.6,99.5,400.1,12268
2013-11-11,8248061.500000001,23352,292.3291,78.41318799999999,536.7943,8060.0945,17046.168,16.8138,124.64781428571428,144.01702857142857,319.0619142857143,1180.3701285714285,102.5,103.6,99.5,400.1,20615
2013-11-18,8362090.000000001,22909,451.6023,90.003324,674.7834,9408.4135,10412.355000000001,15.544957142857143,88.43212857142858,113.98672857142857,313.37852857142855,917.4025857142858,102.5,103.6,99.5,400.1,20900
2013-11-25,5268116.7,16757,543.0376,92.490447,724.6136,9691.887999999999,4469.618,14.969442857142857,103.68842857142856,106.64285714285714,299.4545428571428,809.2922,102.5,103.6,99.5,400.1,13167
2013-12-02,4824805.9,13882,488.6418,92.372107,702.7649,9776.0196,8848.190999999999,39.50107142857143,102.14657142857143,122.03895714285714,281.7857,924.4480571428572,102.5,103.6,99.5,400.1,12059
2013-12-09,4908426.800000001,16161,510.7555,93.205242,697.6719,9823.685300000001,27387.761,24.533528571428572,156.80642857142857,116.77271428571429,285.24674285714286,956.2337714285713,102.5,103.6,99.5,400.1,12268
2013-12-16,4790797.4,16270,529.6533,95.422372,726.2694,10090.9274,19865.954,43.87811428571429,126.73371428571429,101.1753142857143,243.62985714285716,906.9285714285714,102.5,103.6,99.5,400.1,11974
2013-12-23,4785196.0,15958,506.8961,93.392115,701.5551,9848.1963,21307.812,19.676142857142857,144.47042857142858,84.16882857142856,226.2207857142857,804.4870285714286,102.5,103.6,99.5,400.1,11960
2013-12-30,5613803.100000001,16778,480.315,94.630848,663.6461,10015.1217,22440.001,30.17674285714285,286.0521428571429,108.99352857142857,266.1883142857143,978.8960999999999,102.5,103.6,99.5,400.1,14031
2014-01-06,9069466.8,18793,408.789,92.602298,574.3715,9643.3192,17206.714,37.31151428571429,298.2802857142857,128.77272857142856,250.66234285714287,1766.3571285714283,102.5,103.6,99.5,400.1,22668
2014-01-13,5016053.7,16080,435.6306,92.593617,573.6193,9732.935,29101.048,24.376714285714286,530.3367142857143,110.81168571428573,252.12337142857146,1075.9155714285714,102.5,103.6,99.5,400.1,12537
2014-01-20,4889622.100000001,15907,419.6935,93.093644,538.037,9638.826000000001,28916.905,26.86832857142857,819.914,108.12337142857143,231.9999857142857,864.3895857142858,102.5,103.6,99.5,400.1,12221
2014-01-27,5023255.5,15914,428.359,92.522677,566.109,9615.616,29074.19,9.284085714285714,1267.937142857143,104.51948571428571,251.5324571428571,992.1168714285715,102.5,103.6,102.1,400.1,12555
2014-02-03,6388796.800000001,21290,384.6264,89.511572,536.0,9357.1978,26788.858,52.77198571428572,1107.9022857142857,142.01950000000002,249.22078571428574,1748.0844,102.5,103.6,102.1,400.1,15968
2014-02-10,10242560.0,31165,296.8015,74.397791,548.6514999999999,7806.0818,28525.096,47.8851,1192.852,365.53895714285716,266.6363714285714,1302.9675285714286,102.5,103.6,102.1,400.1,25600
2014-02-17,11708126.3,29993,298.2388,75.352424,557.4213,7858.2861,28462.571,48.947,1119.000942857143,223.71080000000003,420.8210857142857,1812.1039142857142,102.5,103.6,102.1,400.1,29263
2014-02-24,6438409.2,19877,306.45529999999997,77.23497,563.9019000000001,8013.0851,18303.728000000003,31.506571428571426,589.5083714285714,141.18624285714284,397.40195714285716,1157.1688285714285,102.5,103.6,102.1,400.1,16092
2014-03-03,4626756.4,17178,283.562,78.960758,517.843,8131.9115,19751.939000000002,19.810642857142856,90.59887142857143,153.37932857142854,339.23857142857145,1257.1039,102.5,103.6,102.1,400.1,11564
2014-03-10,4617954.2,16762,487.1639,91.416368,717.5279,9527.0548,8424.441,16.5201,92.70858571428572,104.40708571428571,300.4337571428572,830.7337571428571,102.5,103.6,102.1,400.1,11542
2014-03-17,4615553.600000001,15927,544.9782,92.398715,723.4597,9739.1278,4367.618,18.0816,99.21342857142858,115.15584285714286,302.07791428571426,812.2142714285714,102.5,103.6,102.1,400.1,11536
2014-03-24,4623555.600000001,16833,482.0336,92.484715,694.7256,9756.6774,13645.429,32.41692857142857,121.846,114.48701428571428,277.42855714285713,927.8636428571428,102.5,103.6,102.1,400.1,11556
2014-03-31,4630757.4,15907,522.1962,93.415776,702.6007999999999,9843.0193,26139.095,24.533528571428572,139.56085714285715,119.74672857142856,284.42855714285713,978.4935142857141,102.5,103.6,102.1,400.1,11574
2014-04-07,4628756.9,15914,535.6025999999999,95.663517,743.2881,10151.6271,19740.335,48.834471428571426,140.09185714285715,92.37012857142858,232.73375714285717,872.7922,102.5,103.6,102.1,400.1,11569
2014-04-14,4630357.300000001,15726,492.84749999999997,93.307314,680.2324,9805.276600000001,20343.669,14.719785714285715,144.82142857142858,86.20129999999999,239.7078,799.3766428571428,102.5,103.6,102.1,400.1,11573
2014-04-21,4570342.300000001,16257,471.6371,94.80097599999999,655.5328,10021.6977,23377.048,30.17674285714285,315.458,112.70781428571429,264.75325714285714,1005.4870142857143,102.5,103.6,102.1,400.1,11423
2014-04-28,4334683.4,16704,406.5827,92.182398,563.1299,9614.9264,15980.095,42.47531428571428,248.94085714285714,132.14934285714284,244.4090857142857,1848.8765999999998,102.5,103.6,102.1,400.1,10834
2014-05-05,4350687.4,16616,435.0659,92.661127,573.6852,9704.9755,29554.096,25.952057142857143,650.8472857142857,113.03895714285714,255.06492857142857,1009.487,102.5,103.6,102.1,400.1,10874
2014-05-12,4562340.300000001,16698,430.5247,93.332251,551.1036,9702.6677,30472.81,24.60925714285714,869.0598571428571,98.94805714285714,223.6623285714286,836.5324428571429,102.5,103.6,102.1,400.1,11403
2014-05-19,4426331.68,16088,407.9517,90.700272,547.9607,9424.1657,29701.904,4.8040142857142865,1295.5547142857142,105.35064285714286,257.18181428571427,1035.7207714285714,102.5,103.6,102.1,383.60857142857145,11540
2014-05-26,4165862.4,13606,375.4389,88.373952,535.4954,9224.2412,24669.763000000003,55.69597142857143,1110.4778571428571,257.4350857142857,251.40259999999998,1849.4934857142857,102.5,103.6,102.1,361.62,11520
2014-06-02,4194792.0,13556,293.0578,74.133184,555.9147,7786.5719,29005.429,49.96675714285714,1224.1098571428572,249.8181857142857,262.4870142857143,1153.9220857142857,102.5,103.6,102.1,361.62,11600
2014-06-09,4247950.14,13276,309.2639,75.829696,564.7023,7904.7563,27517.7,46.45975714285714,945.8368428571429,234.65987142857145,444.9552714285714,1892.0779285714286,102.5,103.6,102.1,361.62,11747
2014-06-16,4419358.02,12857,298.8041,77.05031199999999,555.4565,7968.8598999999995,17826.111,31.134457142857144,534.6062,134.10727142857144,385.5728571428572,1099.149357142857,102.5,103.6,102.1,361.62,12221
2014-06-23,4435269.3,12805,280.6945,78.83826499999999,518.8251,8115.5549,21659.584000000003,22.857685714285715,85.50201428571428,154.5202,348.76984285714286,1266.454542857143,102.5,103.6,102.1,361.62,12265
2014-06-30,4439970.36,13004,488.2014,92.949403,689.3887,9822.9573,19971.809999999998,27.8114,136.38771428571428,111.37012857142858,278.8701142857143,945.2337857142858,102.5,103.6,102.1,361.62,12278
2014-07-07,4436354.16,12845,532.3608,94.059958,723.2755999999999,9930.470000000001,25021.856,43.64932857142857,102.296,118.42855714285713,275.2727142857143,968.7337571428571,102.5,103.6,102.1,361.62,12268
2014-07-14,4191537.42,15985,521.0065999999999,94.889714,724.9612999999999,10073.7441,20952.288,28.203699999999998,169.4312857142857,82.33764285714287,217.04544285714286,837.9026,102.5,103.6,102.1,361.62,11591
2014-07-21,4189006.08,16288,496.0626,93.801288,683.5053,9895.7553,17737.811999999998,13.145885714285713,147.45399999999998,99.59092857142858,251.8311857142857,823.4220857142857,102.5,103.6,102.1,361.62,11584
2014-07-28,4179965.58,16527,443.9808,94.247692,621.3867,9853.6695,22579.238,39.42947142857143,391.9868571428571,122.22080000000001,274.26624285714286,1445.9870142857144,102.5,103.6,102.1,361.62,11559
2014-08-04,4179965.58,16773,420.7016,92.127493,565.5966,9663.4163,19978.952,39.369414285714285,221.27228571428572,121.06492857142858,242.75974285714287,1480.6818,102.5,103.6,102.1,361.62,11559
2014-08-11,4182858.54,15524,428.16790000000003,93.40387799999999,558.6093,9741.4501,29062.334000000003,20.717914285714283,832.1458571428572,112.6753142857143,245.74024285714287,945.7662142857143,102.5,103.6,102.1,361.62,11567
2014-08-18,4181773.6799999997,15929,436.304,92.287161,565.4009,9613.0597,31281.524,17.926114285714284,993.2442857142858,99.84415714285714,229.86362857142856,901.8376428571429,102.5,103.6,102.1,361.62,11564
2014-08-25,4173818.04,15662,381.814,89.636924,526.4261,9307.6934,24933.095,18.71557142857143,1311.8301428571428,101.03897142857143,250.83115714285714,1060.3636285714285,102.5,103.6,102.1,361.62,11542
2014-09-01,4064970.42,16187,354.7749,84.56999,540.535,8830.0576,29850.763000000003,59.54742857142857,1036.411,415.05195714285713,259.5909285714286,1981.3116714285716,102.5,103.6,102.1,361.62,11241
2014-09-08,3926831.58,16333,291.8294,74.084418,559.6777999999999,7763.7485,27513.476,42.25668571428571,1195.838714285714,105.64285714285714,249.33765714285713,946.8246857142857,102.5,103.6,102.1,361.62,10859
2014-09-15,3965886.54,16185,315.7636,77.068031,573.8597,8018.8915,27621.426,48.05278571428572,829.3678428571429,239.05645714285714,532.4258714285714,2003.7597428571428,102.5,103.6,102.1,361.62,10967
2014-09-22,4146696.54,16325,290.9996,77.919833,531.9908,8071.5948,15524.955000000002,24.650857142857145,369.77875714285716,138.7000857142857,335.47555714285716,1136.7922142857144,102.5,103.6,102.1,361.62,11467
2014-09-29,4178519.1,15196,350.9109,82.915849,595.9977,8551.7134,17718.633,23.3587,84.5226,133.9204142857143,331.8510857142857,1091.0,102.5,103.6,102.1,361.62,11555
2014-10-06,4174179.66,13596,533.7709,93.039505,739.8396,9741.1973,4615.522,5.663385714285714,95.57185714285713,99.20131428571429,293.17532857142857,767.6882857142857,102.5,103.6,102.1,361.62,11543
2014-10-13,4182858.54,13470,518.1557,91.97972,706.1484,9714.698,4403.572,36.43738571428572,107.29385714285715,122.94154285714286,292.7597285714286,847.0649428571429,102.5,103.6,102.1,361.62,11567
2014-10-20,4324975.2,13087,484.62649999999996,93.097681,684.7018,9835.1812,21488.238,29.063714285714287,145.71742857142857,111.5974,281.5194571428571,960.2143,102.5,103.6,102.1,361.62,11960
2014-10-27,4422974.22,12914,536.7159,94.415522,728.2976,9960.5454,23148.047,51.16837142857143,105.35728571428571,112.72725714285714,264.2142714285714,955.6753142857142,102.5,103.6,102.1,361.62,12231
2014-11-03,4436354.16,12826,520.5925,94.716731,726.6723,10054.6865,24591.764,16.800985714285712,159.00085714285714,85.01947142857144,221.55844285714286,848.6103999999999,102.5,103.6,102.1,361.62,12268
2014-11-10,7691657.4,19338,496.989,94.146609,677.9123,9933.4778,17241.097999999998,10.886314285714286,170.71871428571427,99.41560000000001,251.66884285714286,819.1233714285715,102.5,103.6,102.1,361.62,21270
2014-11-17,9991560.6,26812,435.432,93.59352799999999,607.7284,9763.8488,22852.047,54.28821428571428,423.28342857142854,132.37014285714287,272.7402714285714,1627.6623428571427,102.5,103.6,102.1,361.62,27630
2014-11-24,7912968.84,24063,425.3775,92.494041,565.7112,9714.1278,21691.857,31.8063,301.11571428571426,114.20778571428572,247.69480000000001,1305.1493285714284,102.5,103.6,102.1,361.62,21882
2014-12-01,4904290.44,16617,421.7513,93.423806,550.1155,9725.4001,27849.905000000002,13.422285714285712,722.3242857142857,108.96102857142857,238.09738571428574,926.4025857142857,101.5,103.6,102.1,361.62,13562
2014-12-08,4677193.08,16709,438.0373,92.344835,571.2723,9629.569599999999,30765.809999999998,22.730128571428573,1156.9832857142858,103.73377142857143,241.64934285714284,943.4285571428572,101.5,103.6,102.1,361.62,12934
2014-12-15,4308340.68,15771,367.6716,88.676757,511.5996,9177.2038,25665.095,18.40327142857143,1213.9744285714285,107.013,238.66882857142858,1027.0584285714285,101.5,103.6,102.1,361.62,11914
2014-12-22,4289536.44,14781,350.3765,82.424645,555.5928,8666.7544,29365.954,59.787142857142854,1103.2882857142856,403.8636428571429,260.04547142857143,1980.623357142857,101.5,103.6,102.1,361.62,11862
2014-12-29,4868490.0600000005,16702,296.3669,74.709043,560.8379,7797.0221,28003.190000000002,52.02735714285715,1189.038142857143,107.13637142857144,249.75324285714285,945.9285857142858,101.5,103.6,102.1,361.62,13463
2015-01-05,9092573.28,22968,306.3017,76.690733,562.0805,7954.1792000000005,25822.183,42.2695,756.9264714285715,240.9014,540.1407571428571,2008.441557142857,101.5,103.6,102.1,361.62,25144
2015-01-12,5114391.66,15907,290.9996,77.919833,539.1328,8071.5948,17202.212,21.12537142857143,283.519,142.09338571428572,349.5320857142857,1164.6038999999998,101.5,104.4,104.4,361.62,14143
2015-01-19,4348842.12,15862,392.5854,85.428194,625.4173000000001,8888.838,14103.809000000001,18.16537142857143,94.55715714285714,128.61074285714284,318.15110000000004,1044.0974,101.5,104.4,104.4,361.62,12026
